Trinity geneIDD	Automated name	Manually-curated name
c96089_g4	c96089-g4 (inversin) - emapper OG	NA
c96090_g1	c103475-g1 (Leucine-rich repeat kinase) - emapper OG	NA
c96092_g1	c96092-g1	NA
c96092_g2	c96092-g2	NA
c96092_g3	c91053-g1 1-to-1 TTC24 tetratricopeptide repeat domain 24	NA
c96093_g1	c96093-g1	NA
c96094_g1	c96094-g1	NA
c96096_g1	c100810-g1 1-to-2 C21orf59,AP000275.2 chromosome 21 open reading frame 59	NA
c96096_g2	c100810-g1 1-to-2 C21orf59,AP000275.2 chromosome 21 open reading frame 59	NA
c96097_g1	c96097-g1 DPEP1 (Dipeptidase) - emapper OG	NA
c96098_g1	c96098-g1	NA
c96098_g2	c96098-g2	NA
c96099_g1	c96099-g1 RPS11 (ribosomal protein S11) - emapper OG	NA
c96099_g2	c96099-g2 RPS11 (ribosomal protein S11) - emapper OG	NA
c96100_g1	c96100-g1	NA
c96101_g1	c96101-g1 PARP11 (Poly (ADP-ribose) polymerase family, member 11) - emapper OG	NA
c96101_g2	c96101-g2	NA
c96102_g1	c96102-g1	NA
c96103_g1	c96103-g1 2-to-4 ABCB11,ABCB4,ABCB5,ABCB1 ATP binding cassette subfamily B member 11	NA
c96104_g1	c96104-g1	NA
c96104_g2	c96104-g2	NA
c96106_g1	c96106-g1	NA
c96107_g1	c96107-g1 1-to-1 DCDC2C doublecortin domain containing 2C	NA
c96108_g1	c96108-g1	NA
c96108_g2	c96108-g2 (NAD-specific glutamate dehydrogenase) - emapper OG	NA
c96110_g1	c96110-g1 1-to-1 ERCC6 ERCC excision repair 6, chromatin remodeling factor	NA
c96111_g1	c79152-g1 (Inherit from KOG: Kinesin family member) - emapper OG	NA
c96112_g1	c64450-g1 RPRD2 (regulation of nuclear pre-mRNA domain containing 2) - blastp	NA
c96113_g1	c93670-g1 1-to-5 ARNTL2,CLOCK,NPAS2,ARNT... aryl hydrocarbon receptor nuclear translocator like 2	Hif1 family ortholog A
c96113_g2	c93670-g1 1-to-5 ARNTL2,CLOCK,NPAS2,ARNT... aryl hydrocarbon receptor nuclear translocator like 2	Hif1 family ortholog A
c96114_g1	c96114-g1	NA
c96114_g2	c35692-g1 1-to-1 LRRC9 leucine rich repeat containing 9	NA
c96115_g1	c96115-g1	NA
c96116_g1	c96116-g1 BOC (homolog (mouse)) - emapper OG	NA
c96116_g2	c96116-g2	NA
c96117_g1	c96117-g1 1-to-1 SLC25A38 solute carrier family 25 member 38	NA
c96118_g1	c96118-g1	NA
c96119_g1	c96119-g1 1-to-1 TRIP11 thyroid hormone receptor interactor 11	NA
c96119_g2	c96119-g1 1-to-1 TRIP11 thyroid hormone receptor interactor 11	NA
c96120_g1	c87718-g1 1-to-2 DDX43,DDX53 DEAD-box helicase 43	NA
c96121_g1	c96121-g1 1-to-1 TAF6L TATA-box binding protein associated factor 6 like	NA
c96121_g2	c96121-g1 1-to-1 TAF6L TATA-box binding protein associated factor 6 like	NA
c96121_g3	c96121-g3	NA
c96123_g1	c102058-g1 (Cadherins are calcium dependent cell adhesion proteins (By similarity)) - emapper OG	Cadherin-domain containing
c96124_g1	c96124-g1	NA
c96124_g2	c96124-g2	NA
c96124_g3	c96124-g3	NA
c96124_g4	c96124-g4	NA
c96125_g1	c92378-g2 1-to-1 ABHD18 abhydrolase domain containing 18	NA
c96126_g1	c96126-g1	NA
c96126_g2	c96126-g2	NA
c96127_g1	c96127-g1 1-to-2 TECR,TECRL trans-2,3-enoyl-CoA reductase	NA
c96128_g1	c96128-g1	NA
c96129_g1	c96129-g1 1-to-2 HUS1,HUS1B HUS1 checkpoint clamp component	NA
c9613_g1	c9613-g1	NA
c96130_g1	c96130-g1	NA
c96130_g2	c96130-g2	NA
c96130_g3	c96130-g3	NA
c96131_g1	c96131-g1	NA
c96132_g1	c96132-g1	NA
c96132_g2	c96132-g2	NA
c96133_g1	c96133-g1	NA
c96134_g1	c96134-g1 KLF5 (Kruppel-like factor 5 (intestinal)) - emapper OG	Klf 5 Kruppel-like factor 5
c96135_g1	c89042-g1 1-to-1 TMEM67 transmembrane protein 67	NA
c96135_g2	c89042-g1 1-to-1 TMEM67 transmembrane protein 67	NA
c96136_g1	c96136-g1	NA
c96137_g1	c96137-g1 TYMS (thymidylate synthetase) - emapper OG	NA
c96138_g1	c96138-g1	NA
c96139_g1	c96139-g1	NA
c96140_g1	c96140-g1 4-to-1 L1CAM L1 cell adhesion molecule	NA
c96141_g1	c96141-g1	NA
c96142_g1	c96142-g1 (latent transforming growth factor beta binding protein 2) - emapper OG	NA
c96143_g1	c103107-g1 1-to-1 ROS1 ROS proto-oncogene 1, receptor tyrosine kinase	NA
c96144_g1	c96144-g1	NA
c96144_g2	c96144-g2 1-to-1 CTTNBP2 cortactin binding protein 2	NA
c96144_g3	c96144-g3	NA
c96145_g1	c96145-g1	NA
c96147_g1	c102691-g3 1-to-1 CEP120 centrosomal protein 120	NA
c96148_g1	c103732-g2 (Inherit from euNOG: pigeon homolog (Drosophila)) - emapper OG	NA
c96148_g2	c96148-g2	NA
c96149_g1	c82311-g1 1-to-1 RNMT RNA guanine-7 methyltransferase	NA
c96150_g1	c96150-g1	NA
c96151_g1	c96151-g1	NA
c96151_g2	c96151-g2	NA
c96152_g1	c96152-g1 1-to-1 C2orf50 chromosome 2 open reading frame 50	NA
c96153_g1	c96153-g1 CD63 (Cd63 molecule) - emapper OG	NA
c96154_g1	c96154-g1	NA
c96157_g1	c101810-g1 ATF2 (Activating transcription factor) - emapper OG	Atf2 Activating transcription factor 2
c96158_g1	c96158-g1	NA
c96159_g1	c96159-g1	NA
c96160_g1	c96160-g1	NA
c96161_g1	c94590-g1	NA
c96161_g2	c96161-g2	NA
c96162_g1	c62144-g1 1-to-1 C16orf58 chromosome 16 open reading frame 58	NA
c96163_g1	c96163-g1	NA
c96164_g1	c96164-g1 1-to-1 LSG1 large 60S subunit nuclear export GTPase 1	NA
c96164_g2	c96164-g1 1-to-1 LSG1 large 60S subunit nuclear export GTPase 1	NA
c96165_g1	c96165-g1	NA
c96165_g2	c96165-g2	NA
c96166_g1	c96166-g1	NA
c96167_g1	c94114-g1 1-to-1 TRAPPC9 trafficking protein particle complex 9	NA
c96168_g1	c96168-g1	NA
c96169_g1	c96169-g1	NA
c96171_g1	c96171-g1	NA
c96171_g2	c89169-g1 (Inherit from euNOG: Retrotransposon protein) - emapper OG	NA
c96171_g3	c96171-g3	NA
c96172_g1	c96172-g1 (multicellular organismal development) - emapper OG	NA
c96172_g2	c96172-g2	NA
c96173_g1	c86677-g1 1-to-1 PPP1R10 protein phosphatase 1 regulatory subunit 10	NA
c96175_g1	c96175-g1 HMCN1 (hemicentin 1) - blastp	NA
c96176_g1	c96176-g1 1-to-1 ASNSD1 asparagine synthetase domain containing 1	NA
c96177_g1	c96177-g1 4-to-1 LMLN leishmanolysin like peptidase	NA
c96178_g1	c96178-g1 1-to-1 NRM nurim (nuclear envelope membrane protein)	NA
c96179_g1	c96179-g1 1-to-1 D2HGDH D-2-hydroxyglutarate dehydrogenase	NA
c96180_g1	c96180-g1	NA
c96181_g1	c96181-g1 1-to-1 KRTCAP2 keratinocyte associated protein 2	NA
c96183_g1	c102480-g2 2-to-2 FLVCR2,FLVCR1 feline leukemia virus subgroup C cellular receptor family member 2	NA
c96185_g1	c96185-g1	NA
c96186_g1	c96186-g1	NA
c96187_g1	c92713-g3	NA
c96187_g2	c92713-g3	NA
c96188_g1	c96188-g1	NA
c96189_g1	c96189-g1	NA
c96190_g1	c96190-g1 1-to-2 NDUFA13,AC011448.1 NADH:ubiquinone oxidoreductase subunit A13	NA
c96191_g1	c96191-g1	NA
c96191_g2	c96191-g1	NA
c96192_g1	c96192-g1	NA
c96193_g1	c93195-g1 1-to-1 MSH6 mutS homolog 6	NA
c96194_g1	c96194-g1	NA
c96194_g2	c103126-g1 (PP2Cc) - emapper OG	NA
c96195_g1	c96195-g1	NA
c96195_g2	c100399-g1 1-to-1 TMF1 TATA element modulatory factor 1	NA
c96196_g1	c96196-g1	NA
c96196_g2	c85516-g1 MYO3 (myosin IIIA) - emapper OG	NA
c96196_g3	c96196-g3 MPDZ (Multiple PDZ domain protein) - emapper OG	NA
c96196_g4	c85516-g1 MYO3 (myosin IIIA) - emapper OG	NA
c96197_g1	c96197-g1 C19orf43 (chromosome 19 open reading frame 43) - blastp	NA
c96198_g1	c96198-g1	NA
c96199_g1	c96199-g1 1-to-1 ABCD4 ATP binding cassette subfamily D member 4	NA
c96199_g2	c96199-g1 1-to-1 ABCD4 ATP binding cassette subfamily D member 4	NA
c96200_g1	c96200-g1	NA
c96201_g1	c96201-g1	NA
c96201_g2	c96201-g1	NA
c96202_g1	c96202-g1	NA
c96203_g1	c105060-g1 DNAH11 (Dynein, axonemal heavy chain) - emapper OG	NA
c96203_g2	c105060-g1 DNAH11 (Dynein, axonemal heavy chain) - emapper OG	NA
c96204_g1	c91931-g1 1-to-1 TBL3 transducin beta like 3	NA
c96204_g2	c91931-g1 1-to-1 TBL3 transducin beta like 3	NA
c96205_g1	c96205-g1	NA
c96206_g1	c96206-g1	NA
c96207_g1	c92759-g1 1-to-2 PHLPP1,PHLPP2 PH domain and leucine rich repeat protein phosphatase 1	NA
c96209_g1	c95230-g2 4-to-1 LMLN leishmanolysin like peptidase	NA
c9621_g1	c9621-g1	NA
c96210_g1	c43264-g1 EPB41L3 (erythrocyte membrane protein band 4.1-like 3) - blastp	NA
c96210_g2	c43264-g1 EPB41L3 (erythrocyte membrane protein band 4.1-like 3) - blastp	NA
c96211_g1	c96211-g1	NA
c96211_g2	c96211-g2	NA
c96211_g3	c96211-g3	NA
c96212_g1	c100254-g1	NA
c96213_g1	c96213-g1	NA
c96214_g1	c96214-g1 1-to-1 CTU2 cytosolic thiouridylase subunit 2	NA
c96214_g2	c96214-g2	NA
c96215_g1	c96215-g1 1-to-2 MRPL12,AC139530.2 mitochondrial ribosomal protein L12	NA
c96216_g1	c96216-g1	NA
c96217_g1	c96217-g1 EXOSC4 (exosome component 4) - emapper OG	NA
c96218_g1	c96218-g1 1-to-1 SPG21 SPG21, maspardin	NA
c96219_g1	c96219-g1	NA
c96220_g1	c96220-g1	NA
c96221_g1	c57523-g1 3-to-2 SLC37A2,SLC37A1 solute carrier family 37 member 2	NA
c96221_g2	c96221-g2	NA
c96222_g1	c96222-g1 2-to-1 EXD2 exonuclease 3'-5' domain containing 2	NA
c96222_g2	c96222-g2	NA
c96223_g1	c102532-g1 1-to-1 AFDN afadin, adherens junction formation factor	NA
c96225_g1	c96225-g1 1-to-1 CLPB ClpB homolog, mitochondrial AAA ATPase chaperonin	NA
c96226_g1	c94154-g1 1-to-1 KIF17 kinesin family member 17	NA
c96226_g2	c94154-g1 1-to-1 KIF17 kinesin family member 17	NA
c96226_g3	c96226-g3 1-to-1 KIF17 kinesin family member 17	NA
c96228_g1	c96228-g1	NA
c96229_g1	c96229-g1 1-to-1 DCAF13 DDB1 and CUL4 associated factor 13	NA
c96230_g1	c96230-g1	NA
c96230_g2	c96230-g2	NA
c96231_g1	c91856-g2 2-to-3 IQSEC2,IQSEC3,IQSEC1 IQ motif and Sec7 domain 2	NA
c96232_g1	c94913-g1 1-to-1 NUP205 nucleoporin 205	NA
c96232_g2	c94913-g1 1-to-1 NUP205 nucleoporin 205	NA
c96232_g3	c94913-g1 1-to-1 NUP205 nucleoporin 205	NA
c96233_g1	c96233-g1	NA
c96234_g1	c100935-g1 NLRC3 (NLR family, CARD domain containing 3) - blastp	NA
c96234_g2	c100935-g1 NLRC3 (NLR family, CARD domain containing 3) - blastp	NA
c96235_g1	c90886-g1	NA
c96236_g1	c96236-g1 1-to-1 PIGC phosphatidylinositol glycan anchor biosynthesis class C	NA
c96237_g1	c96237-g1	NA
c96238_g1	c96238-g1	NA
c96239_g1	c96239-g1	NA
c96239_g2	c96239-g2 1-to-1 PEX10 peroxisomal biogenesis factor 10	NA
c9624_g1	c9624-g1	NA
c96240_g1	c96240-g1	NA
c96240_g2	c96240-g2 1-to-1 TAF5L TATA-box binding protein associated factor 5 like	NA
c96241_g1	c96241-g1	NA
c96242_g1	c96242-g1 1-to-1 CEP192 centrosomal protein 192	NA
c96242_g2	c96242-g1 1-to-1 CEP192 centrosomal protein 192	NA
c96242_g3	c96242-g1 1-to-1 CEP192 centrosomal protein 192	NA
c96243_g1	c102432-g1 5-to-2 SLC47A1,SLC47A2 solute carrier family 47 member 1	NA
c96246_g1	c88500-g2 1-to-2 FNDC3B,FNDC3A fibronectin type III domain containing 3B	NA
c96247_g1	c96247-g1 TRAF6 (TNF receptor-associated factor 6, E3 ubiquitin protein ligase) - emapper OG	Traf TNF receptor-associated factor, E3 ubiquitin ligase
c96248_g1	c96248-g1 MARCH5 (membrane-associated ring finger (C3HC4) 5) - emapper OG	NA
c96249_g1	c96249-g1 1-to-1 COMMD2 COMM domain containing 2	NA
c9625_g1	c9625-g1	NA
c96250_g1	c96250-g1 1-to-1 ZCCHC4 zinc finger CCHC-type containing 4	NA
c96251_g1	c96251-g1	NA
c96252_g1	c105766-g1 1-to-1 CCDC87 coiled-coil domain containing 87	NA
c96252_g2	c105766-g1 1-to-1 CCDC87 coiled-coil domain containing 87	NA
c96254_g1	c96254-g1	NA
c96254_g2	c104507-g7 1-to-1 CMTR2 cap methyltransferase 2	NA
c96254_g3	c104507-g7 1-to-1 CMTR2 cap methyltransferase 2	NA
c96255_g1	c102520-g4 12-to-2 UNC13D,BAIAP3 unc-13 homolog D	NA
c96257_g1	c96257-g1	NA
c96257_g2	c96257-g2	NA
c96258_g1	c96258-g1 1-to-1 TCTE1 t-complex-associated-testis-expressed 1	NA
c96260_g1	c96260-g1	NA
c96261_g1	c96261-g1	NA
c96262_g1	c96262-g1	NA
c96263_g1	c96263-g1	NA
c96264_g1	c96264-g1 PIP4K2A (Phosphatidylinositol-5-phosphate 4-kinase, type II) - emapper OG	NA
c96264_g2	c96264-g1 PIP4K2A (Phosphatidylinositol-5-phosphate 4-kinase, type II) - emapper OG	NA
c96264_g3	c96264-g3	NA
c96264_g4	c96264-g4	NA
c96264_g5	c96264-g1 PIP4K2A (Phosphatidylinositol-5-phosphate 4-kinase, type II) - emapper OG	NA
c96265_g1	c96265-g1	NA
c96265_g2	c96265-g2	NA
c96266_g1	c96266-g1 1-to-1 HIBADH 3-hydroxyisobutyrate dehydrogenase	NA
c96267_g1	c96267-g1 3-to-1 INVS inversin	NA
c96267_g2	c96267-g2	NA
c96268_g1	c96268-g1 1-to-1 CDC42BPG CDC42 binding protein kinase gamma	NA
c96268_g2	c96268-g1 1-to-1 CDC42BPG CDC42 binding protein kinase gamma	NA
c96269_g1	c103309-g1 1-to-1 POLA2 DNA polymerase alpha 2, accessory subunit	NA
c96270_g1	c96270-g1 1-to-1 TMEM259 transmembrane protein 259	NA
c96270_g2	c96270-g1 1-to-1 TMEM259 transmembrane protein 259	NA
c96271_g1	c96271-g1	NA
c96271_g2	c96271-g2	NA
c96272_g1	c91448-g2 FGFR1 (fibroblast growth factor receptor 1) - blastp	Fgfr Fibroblast growth factor receptor
c96272_g2	c96272-g2	NA
c96273_g1	c102796-g1 2-to-2 WASL,WAS Wiskott-Aldrich syndrome like	NA
c96274_g1	c96274-g1 NDUFS3 (NADH dehydrogenase (ubiquinone) Fe-S protein 3, 30kDa (NADH-coenzyme Q reductase)) - emapper	NA
c96275_g1	c101810-g1 ATF2 (Activating transcription factor) - emapper OG	Atf2 Activating transcription factor 2
c96277_g1	c96277-g1	NA
c96277_g2	c96277-g2 (Glycosyl hydrolases family 31) - emapper OG	NA
c96278_g1	c96278-g1 PLEKHM3 (Pleckstrin homology domain containing, family M, member 3) - emapper OG	NA
c96278_g2	c96278-g1 PLEKHM3 (Pleckstrin homology domain containing, family M, member 3) - emapper OG	NA
c96279_g1	c96279-g1	NA
c9628_g1	c9628-g1	NA
c96282_g1	c96282-g1	NA
c96282_g2	c91303-g2	NA
c96282_g3	c96282-g3	NA
c96282_g4	c96282-g4	NA
c96283_g1	c96283-g1 4-to-2 FER,FES FER tyrosine kinase	NA
c96283_g2	c96283-g2 4-to-2 FER,FES FER tyrosine kinase	NA
c96284_g1	c96284-g1	NA
c96285_g1	c96285-g1 1-to-1 ADCK2 aarF domain containing kinase 2	NA
c96286_g1	c96286-g1 (extradiol ring-cleavage dioxygenase class IIi protein subunit b) - emapper OG	NA
c96287_g1	c96287-g1	NA
c96287_g2	c96287-g2	NA
c96288_g1	c94764-g1 1-to-1 NELFCD negative elongation factor complex member C/D	NA
c96289_g1	c96289-g1	NA
c96289_g2	c96289-g1	NA
c96290_g1	c96290-g1 1-to-1 JMJD4 jumonji domain containing 4	NA
c96290_g2	c96290-g1 1-to-1 JMJD4 jumonji domain containing 4	NA
c96291_g1	c106282-g1	NA
c96292_g1	c96292-g1	NA
c96294_g1	c96294-g1	NA
c96295_g1	c96295-g1	NA
c96296_g1	c101710-g1 TSPAN11 (tetraspanin 11) - blastp	NA
c96297_g1	c96297-g1	NA
c96299_g1	c96299-g1	NA
c96300_g1	c96300-g1 (protein Hydra magnipapillata) - emapper OG	NA
c96301_g1	c100742-g1 5-to-1	NA
c96301_g2	c100742-g1 5-to-1	NA
c96302_g1	c87800-g1 1-to-1 WDR31 WD repeat domain 31	NA
c96304_g1	c96304-g1 1-to-1 EBPL emopamil binding protein like	NA
c96305_g1	c96305-g1	NA
c96307_g1	c96307-g1 1-to-2 STK17B,STK17A serine/threonine kinase 17b	NA
c96307_g2	c96307-g2	NA
c96309_g1	c100453-g1 1-to-2 GON4L,YY1AP1 gon-4 like	NA
c96310_g1	c96310-g1	NA
c96310_g2	c96310-g2	NA
c96310_g3	c96310-g3	NA
c96311_g1	c96311-g1 (aminotransferase) - emapper OG	NA
c96312_g1	c96312-g1 1-to-3 TTC9,TTC9B,TTC9C tetratricopeptide repeat domain 9	NA
c96313_g1	c96313-g1 LHFPL2 (Lipoma HMGIC fusion partner-like 2) - emapper OG	NA
c96314_g1	c96314-g1 1-to-1 FNTA farnesyltransferase, CAAX box, alpha	Fnta Farnesyltransferase
c96315_g1	c96315-g1	NA
c96316_g1	c96316-g1 FLNB (Filamin A, alpha) - emapper OG	NA
c96317_g1	c96317-g1	NA
c96318_g1	c96318-g1	NA
c96320_g1	c96320-g1	NA
c96322_g1	c96322-g1 1-to-2 RHEB,RHEBL1 Ras homolog enriched in brain	NA
c96323_g1	c96323-g1	NA
c96324_g1	c96324-g1	NA
c96325_g1	c96325-g1 1-to-1 ERF ETS2 repressor factor	Erg/Fli1 ETS transcription factor
c96326_g1	c96326-g1 RPS11 (ribosomal protein S11) - emapper OG	NA
c96327_g1	c96327-g1	NA
c96328_g1	c94291-g2 1-to-1 UTP20 UTP20, small subunit processome component	NA
c96328_g2	c94291-g2 1-to-1 UTP20 UTP20, small subunit processome component	NA
c96328_g3	c94291-g2 1-to-1 UTP20 UTP20, small subunit processome component	NA
c96329_g1	c96329-g1	NA
c96329_g2	c96329-g2 1-to-1 CDKN3 cyclin dependent kinase inhibitor 3	NA
c96330_g1	c96330-g1	NA
c96332_g1	c96332-g1	NA
c96333_g1	c96333-g1	NA
c96334_g1	c101485-g1 1-to-1 NCKIPSD NCK interacting protein with SH3 domain	NA
c96335_g1	c24575-g1 1-to-1 PMS1 PMS1 homolog 1, mismatch repair system component	NA
c96335_g2	c24575-g1 1-to-1 PMS1 PMS1 homolog 1, mismatch repair system component	NA
c96336_g1	c96336-g1 1-to-1 PIK3C3 phosphatidylinositol 3-kinase catalytic subunit type 3	NA
c96337_g1	c96337-g1 1-to-1 INO80B INO80 complex subunit B	NA
c96338_g1	c96338-g1	NA
c96339_g1	c96339-g1	NA
c96340_g1	c96340-g1	NA
c96340_g2	c96340-g2	NA
c96340_g3	c102298-g1 1-to-1 CDAN1 codanin 1	NA
c96341_g1	c96341-g1	NA
c96342_g1	c100179-g1 GBF1 (Golgi brefeldin A resistant guanine nucleotide exchange factor 1) - emapper OG	NA
c96342_g2	c100179-g1 GBF1 (Golgi brefeldin A resistant guanine nucleotide exchange factor 1) - emapper OG	NA
c96343_g1	c84043-g1 TRIM2 (Inherit from KOG: listerin E3 ubiquitin protein ligase 1) - emapper OG	NA
c96344_g1	c96344-g1	NA
c96344_g2	c96344-g2	NA
c96344_g3	c96344-g3	NA
c96344_g4	c96344-g4	NA
c96345_g1	c70965-g1 POLR3GL (Polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like) - emapper OG	NA
c96346_g1	c96346-g1 1-to-1 IFT88 intraflagellar transport 88	NA
c96347_g1	c96347-g1	NA
c96348_g1	c96348-g1	NA
c96348_g2	c96348-g2	NA
c96348_g3	c96348-g3	NA
c96348_g4	c96348-g4	NA
c96348_g5	c96348-g5	NA
c96349_g1	c96349-g1 (Possible lysine decarboxylase) - emapper OG	NA
c96350_g1	c96350-g1	NA
c96351_g1	c96351-g1	NA
c96351_g2	c104097-g1 1-to-1 KRI1 KRI1 homolog	NA
c96352_g1	c96352-g1	NA
c96353_g1	c96353-g1	NA
c96353_g2	c96353-g2	NA
c96353_g3	c96353-g1	NA
c96354_g1	c96354-g1 1-to-1 NFATC2IP nuclear factor of activated T-cells 2 interacting protein	NA
c96355_g1	c96355-g1 1-to-1 ZNHIT2 zinc finger HIT-type containing 2	NA
c96356_g1	c96356-g1 1-to-1 CWC15 CWC15 spliceosome associated protein homolog	NA
c96357_g1	c96357-g1	NA
c96358_g1	c96358-g1	NA
c96358_g2	c96358-g2	NA
c96358_g3	c96358-g3	NA
c96359_g1	c96359-g1 1-to-1 PRMT5 protein arginine methyltransferase 5	NA
c96359_g2	c96359-g1 1-to-1 PRMT5 protein arginine methyltransferase 5	NA
c96360_g1	c96360-g1 1-to-1 PXK PX domain containing serine/threonine kinase like	NA
c96361_g1	c96361-g1	NA
c96362_g1	c96362-g1	NA
c96363_g1	c96363-g1 POLR2D (polymerase (RNA) II (DNA directed) polypeptide D) - emapper OG	NA
c96364_g1	c92116-g1 1-to-1 CMSS1 cms1 ribosomal small subunit homolog (yeast)	NA
c96365_g1	c96365-g1 1-to-1 SPAG16 sperm associated antigen 16	NA
c96365_g2	c96365-g1 1-to-1 SPAG16 sperm associated antigen 16	NA
c96367_g1	c96367-g1 1-to-1 STIP1 stress induced phosphoprotein 1	NA
c96368_g1	c96368-g1	NA
c96369_g1	c96369-g1 3-to-4 CA12,CA14,CA6,CA9 carbonic anhydrase 12	NA
c96370_g1	c96370-g1	NA
c96371_g1	c96371-g1	NA
c96372_g1	c96372-g1	NA
c96373_g1	c96373-g1	NA
c96375_g1	c96375-g1 ACTN4 (nucleoredoxin-like) - emapper OG	NA
c96376_g1	c96376-g1 1-to-1 CFAP161 cilia and flagella associated protein 161	NA
c96377_g1	c96377-g1 (Inherit from KOG: Eph receptor) - emapper OG	NA
c96378_g1	c96378-g1	NA
c96379_g1	c96379-g1 1-to-1 CHST14 carbohydrate sulfotransferase 14	NA
c96379_g2	c96379-g1 1-to-1 CHST14 carbohydrate sulfotransferase 14	NA
c96380_g1	c96380-g1 1-to-1 CLPTM1L CLPTM1 like	NA
c96381_g1	c95269-g1 1-to-1 VPS54 VPS54, GARP complex subunit	NA
c96381_g2	c96381-g2	NA
c96381_g3	c95269-g1 1-to-1 VPS54 VPS54, GARP complex subunit	NA
c96382_g1	c96382-g1	NA
c96382_g2	c96382-g2	NA
c96383_g1	c96383-g1 1-to-1 HCCS holocytochrome c synthase	NA
c96384_g1	c96384-g1 (Ring finger protein) - emapper OG	NA
c96385_g1	c96385-g1 KRAS (rat sarcoma viral oncogene homolog) - emapper OG	NA
c96386_g1	c96386-g1	NA
c96386_g2	c96386-g2	NA
c96387_g1	c96387-g1	NA
c96387_g2	c78129-g1 1-to-4 DNMT3A,DNMT3L,DNMT3B,FP565260.4 DNA methyltransferase 3 alpha	NA
c96388_g1	c96388-g1 (Inherit from opiNOG: Eukaryotic elongation factor-2 kinase) - emapper OG	NA
c96389_g1	c96389-g1	NA
c96389_g2	c96389-g2	NA
c96390_g1	c96390-g1 ROS1 (Tyrosine-protein kinase) - emapper OG	NA
c96390_g2	c91384-g1 3-to-1 ROS1 ROS proto-oncogene 1, receptor tyrosine kinase	NA
c96391_g1	c96391-g1 1-to-1 STUB1 STIP1 homology and U-box containing protein 1	Stub1 Stip1 homology and U-box containing protein 1
c96393_g1	c96393-g1 3-to-9 CPA1,CPB2,CPA2,CPA4... carboxypeptidase A1	NA
c96394_g1	c96394-g1 1-to-1 CNOT10 CCR4-NOT transcription complex subunit 10	NA
c96394_g2	c96394-g1 1-to-1 CNOT10 CCR4-NOT transcription complex subunit 10	NA
c96396_g1	c95858-g1	NA
c96397_g1	c96397-g1	NA
c96398_g1	c96398-g1 11-to-1 PTPRJ protein tyrosine phosphatase, receptor type J	NA
c96399_g1	c96399-g1	NA
c96400_g1	c96400-g1 RAB11B (member RAS oncogene family) - emapper OG	NA
c96401_g1	c92686-g1 1-to-2 SETD1A,SETD1B SET domain containing 1A	NA
c96401_g2	c96401-g2	NA
c96402_g1	c96402-g1	NA
c96402_g2	c96402-g2 6-to-1 RNF213 ring finger protein 213	NA
c96403_g1	c96403-g1	NA
c96404_g1	c64450-g1 RPRD2 (regulation of nuclear pre-mRNA domain containing 2) - blastp	NA
c96405_g1	c96405-g1 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	NA
c96405_g2	c96405-g2 (Gamma-aminobutyric acid (GABA) B receptor) - emapper OG	NA
c96405_g3	c88528-g1	NA
c96406_g1	c96406-g1	NA
c96406_g2	c103864-g7 (Inherit from KOG: Eph receptor) - emapper OG	NA
c96408_g1	c96408-g1	NA
c96409_g1	c96409-g1 (chromosome 17 open reading frame 105) - emapper OG	NA
c96411_g1	c96411-g1 (Ras-related protein) - emapper OG	NA
c96412_g1	c96412-g1 1-to-1 SFSWAP splicing factor SWAP homolog	NA
c96413_g1	c96413-g1 1-to-1 RNF4 ring finger protein 4	Rnf4 Ring finger protein 4
c96414_g1	c87295-g1	NA
c96415_g1	c96415-g1	NA
c96416_g1	c96416-g1 1-to-1 CRIPT CXXC repeat containing interactor of PDZ3 domain	NA
c96417_g1	c96417-g1	NA
c96418_g1	c96418-g1	NA
c96420_g1	c101709-g1 2-to-1 SLC8B1 solute carrier family 8 member B1	NA
c96421_g1	c96421-g1 1-to-1 TBC1D16 TBC1 domain family member 16	NA
c96421_g2	c96421-g1 1-to-1 TBC1D16 TBC1 domain family member 16	NA
c96422_g1	c96422-g1	NA
c96423_g1	c96423-g1	NA
c96423_g2	c96423-g2	NA
c96423_g3	c96423-g3	NA
c96423_g4	c96423-g4	NA
c96424_g1	c96424-g1	NA
c96424_g2	c96424-g2 1-to-1 SIRT6 sirtuin 6	NA
c96425_g1	c96425-g1	NA
c96426_g1	c96426-g1 1-to-1 SYS1 SYS1, golgi trafficking protein	NA
c96427_g1	c96427-g1	NA
c96428_g1	c96428-g1	NA
c96429_g1	c96429-g1	NA
c96430_g1	c96430-g1 (family member) - emapper OG	NA
c96431_g1	c96431-g1	NA
c96432_g1	c84232-g1 1-to-1 POLH DNA polymerase eta	NA
c96432_g2	c96432-g2	NA
c96433_g1	c96433-g1 1-to-1 ETFB electron transfer flavoprotein beta subunit	NA
c96434_g1	c96434-g1 EMC3 (ER membrane protein complex subunit 3) - emapper OG	NA
c96435_g1	c96435-g1 1-to-1 SSR4 signal sequence receptor subunit 4	NA
c96436_g1	c96436-g1	NA
c96437_g1	c96437-g1	NA
c96437_g2	c96437-g2 1-to-1 SLC22A15 solute carrier family 22 member 15	NA
c96438_g1	c96438-g1	NA
c96438_g2	c96438-g2	NA
c96439_g1	c96439-g1	NA
c96440_g1	c96440-g1	NA
